ano;codigo_questao;rotulo;cabecalho_original
2025;6.a.2;Realizo construções de ETL's em ferramentas como Pentaho, Talend, Dataflow etc.;6.a.2_Realizo construções de ETL's em ferramentas como Pentaho, Talend, Dataflow etc.
2025;6.a.3;Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;6.a.3_Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.
2025;6.a.4;Atuo na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.;6.a.4_Atuo na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.
2025;6.a.5;Modelo soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.;6.a.5_Modelo soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.
2025;6.a.6;Desenvolvo/cuido da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.;6.a.6_Desenvolvo/cuido da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.
2025;6.a.7;Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.;6.a.7_Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.
2025;6.a.8;Cuido da qualidade dos dados, metadados e dicionário de dados.;6.a.8_Cuido da qualidade dos dados, metadados e dicionário de dados.
2025;6.a.9;Nenhuma das opções listadas refletem meu dia a dia.;6.a.9_Nenhuma das opções listadas refletem meu dia a dia.
2025;6.b;ferramentas_etl_de;6.b_ferramentas_etl_de
2025;6.b.1;Scripts Python;6.b.1_Scripts Python
2025;6.b.2;SQL & Stored Procedures;6.b.2_SQL & Stored Procedures
2025;6.b.3;Apache Airflow;6.b.3_Apache Airflow
2025;6.b.4;Apache NiFi;6.b.4_Apache NiFi
2025;6.b.5;Luigi;6.b.5_Luigi
2025;6.b.6;AWS Glue;6.b.6_AWS Glue
2025;6.b.7;Talend;6.b.7_Talend
2025;6.b.8;Pentaho;6.b.8_Pentaho
2025;6.b.9;Alteryx;6.b.9_Alteryx
2025;6.b.10;Stitch;6.b.10_Stitch
2025;6.b.11;Fivetran;6.b.11_Fivetran
2025;6.b.12;Google Dataflow;6.b.12_Google Dataflow
2025;6.b.13;Oracle Data Integrator;6.b.13_Oracle Data Integrator
2025;6.b.14;IBM DataStage;6.b.14_IBM DataStage
2025;6.b.15;SAP BW ETL;6.b.15_SAP BW ETL
2025;6.b.16;SQL Server Integration Services (SSIS);6.b.16_SQL Server Integration Services (SSIS)
2025;6.b.17;SAS Data Integration;6.b.17_SAS Data Integration
2025;6.b.18;Qlik Sense;6.b.18_Qlik Sense
2025;6.b.19;Knime;6.b.19_Knime
2025;6.b.20;Databricks;6.b.20_Databricks
2025;6.b.21;Não utilizo ferramentas de ETL;6.b.21_Não utilizo ferramentas de ETL
2025;6.c;possui_data_lake;6.c_possui_data_lake
2025;6.d;tecnologia_data_lake;6.d_tecnologia_data_lake
2025;6.e;possui_data_warehouse;6.e_possui_data_warehouse
2025;6.f;tecnologia_data_warehouse;6.f_tecnologia_data_warehouse
2025;6.g;ferramentas_de_qualidade_de_dados_(dia_a_dia);6.g_ferramentas_de_qualidade_de_dados_(dia_a_dia)
2025;6.h.1;Desenvolvendo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.;6.h.1_Desenvolvendo pipelines de dados utilizando linguagens de programação como Python, Scala, Java etc.
2025;6.h.2;Realizando construções de ETL\s em ferramentas como Pentaho, Talend, Dataflow etc.;6.h.2_Realizando construções de ETL\s em ferramentas como Pentaho, Talend, Dataflow etc.
2025;6.h.3;Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;6.h.3_Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.
2025;6.h.4;Atuando na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.;6.h.4_Atuando na integração de diferentes fontes de dados através de plataformas proprietárias como Stitch Data, Fivetran etc.
2025;6.h.5;Modelando soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.;6.h.5_Modelando soluções de arquitetura de dados, criando componentes de ingestão de dados, transformação e recuperação da informação.
2025;6.h.6;Desenvolvendo/cuidando da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.;6.h.6_Desenvolvendo/cuidando da manutenção de repositórios de dados baseados em streaming de eventos como Data Lakes e Data Lakehouses.
2025;6.h.7;Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.;6.h.7_Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.
2025;6.h.8;Cuidando da qualidade dos dados, metadados e dicionário de dados.;6.h.8_Cuidando da qualidade dos dados, metadados e dicionário de dados.
2025;6.h.9;Nenhuma das opções listadas refletem meu dia a dia.;6.h.9_Nenhuma das opções listadas refletem meu dia a dia.
2025;6.h;maior_tempo_gasto_como_de;6.h_maior_tempo_gasto_como_de
2025;7.a.1;Processo e analiso dados utilizando linguagens de programação como Python, R etc.;7.a.1_Processo e analiso dados utilizando linguagens de programação como Python, R etc.
2025;7.a.2;Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;7.a.2_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.
2025;7.a.3;Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;7.a.3_Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.
2025;7.a.4;Utilizo API\s para extrair dados e complementar minhas análises.;7.a.4_Utilizo API\s para extrair dados e complementar minhas análises.
2025;7.a.5;Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;7.a.5_Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.
2025;7.a.6;Desenvolvo/cuido da manutenção de ETL\s utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;7.a.6_Desenvolvo/cuido da manutenção de ETL\s utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.
2025;7.a.7;Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.;7.a.7_Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.
2025;7.a.8;Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.;7.a.8_Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.
2025;7.a.9;Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.;7.a.9_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.
2025;7.a.10;Nenhuma das opções listadas refletem meu dia a dia.;7.a.10_Nenhuma das opções listadas refletem meu dia a dia.
2025;7.a;rotina_como_da;7.a_rotina_como_da
2025;7.b.1;Scripts Python;7.b.1_Scripts Python
2025;7.b.2;SQL & Stored Procedures;7.b.2_SQL & Stored Procedures
2025;7.b.3;Apache Airflow;7.b.3_Apache Airflow
2025;7.b.4;Apache NiFi;7.b.4_Apache NiFi
2025;7.b.5;Luigi;7.b.5_Luigi
2025;7.b.6;AWS Glue;7.b.6_AWS Glue
2025;7.b.7;Talend;7.b.7_Talend
2025;7.b.8;Pentaho;7.b.8_Pentaho
2025;7.b.9;Alteryx;7.b.9_Alteryx
2025;7.b.10;Stitch;7.b.10_Stitch
2025;7.b.11;Fivetran;7.b.11_Fivetran
2025;7.b.12;Google Dataflow;7.b.12_Google Dataflow
2025;7.b.13;Oracle Data Integrator;7.b.13_Oracle Data Integrator
2025;7.b.14;IBM DataStage;7.b.14_IBM DataStage
2025;7.b.15;SAP BW ETL;7.b.15_SAP BW ETL
2025;7.b.16;SQL Server Integration Services (SSIS);7.b.16_SQL Server Integration Services (SSIS)
2025;7.b.17;SAS Data Integration;7.b.17_SAS Data Integration
2025;7.b.18;Qlik Sense;7.b.18_Qlik Sense
2025;7.b.19;Knime;7.b.19_Knime
2025;7.b.20;Databricks;7.b.20_Databricks
2025;7.b.21;Não utilizo ferramentas de ETL;7.b.21_Não utilizo ferramentas de ETL
2025;7.b;ferramentas_etl_da;7.b_ferramentas_etl_da
2025;7.c.1;Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.;7.c.1_Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.
2025;7.c.2;"""Point and Click"" Analytics como Alteryx, Knime, Rapidminer etc.";"7.c.2_""Point and Click"" Analytics como Alteryx, Knime, Rapidminer etc."
2025;7.c.3;Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.;7.c.3_Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.
2025;7.c.4;Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.;7.c.4_Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.
2025;7.c.5;Minha empresa não utiliza essas ferramentas.;7.c.5_Minha empresa não utiliza essas ferramentas.
2025;7.c.6;Não sei informar.;7.c.6_Não sei informar.
2025;7.c;ferramentas_autonomia_area_de_negocios;7.c_ferramentas_autonomia_area_de_negocios
2025;7.d.1;Processando e analisando dados utilizando linguagens de programação como Python, R etc.;7.d.1_Processando e analisando dados utilizando linguagens de programação como Python, R etc.
2025;7.d.2;Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;7.d.2_Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.
2025;7.d.3;Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;7.d.3_Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.
2025;7.d.4;Utilizando API's para extrair dados e complementar minhas análises.;7.d.4_Utilizando API's para extrair dados e complementar minhas análises.
2025;7.d.5;Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;7.d.5_Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.
2025;7.d.6;Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;7.d.6_Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.
2025;7.d.7;Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.;7.d.7_Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.
2025;7.d.8;Desenvolvendo/cuidando da manutenção de planilhas para atender as áreas de negócio.;7.d.8_Desenvolvendo/cuidando da manutenção de planilhas para atender as áreas de negócio.
2025;7.d.9;Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.;7.d.9_Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.
2025;7.d.10;Nenhuma das opções listadas refletem meu dia a dia.;7.d.10_Nenhuma das opções listadas refletem meu dia a dia.
2025;7.d;maior_tempo_gasto_como_da;7.d_maior_tempo_gasto_como_da
2025;8.a.1;Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.;8.a.1_Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.
2025;8.a.2;Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.;8.a.2_Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.
2025;8.a.3;Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.;8.a.3_Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.
2025;8.a.4;Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).;8.a.4_Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).
2025;8.a.5;Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.;8.a.5_Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.
2025;8.a.6;Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.;8.a.6_Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.
2025;8.a.7;Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc;8.a.7_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc
2025;8.a.8;Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.;8.a.8_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.
2025;8.a.9;Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.;8.a.9_Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.
2025;8.a.10;Crio e gerencio soluções de Feature Store e cultura de MLOps.;8.a.10_Crio e gerencio soluções de Feature Store e cultura de MLOps.
2025;8.a.11;Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.);8.a.11_Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)
2025;8.a.12;Treino e aplico LLM's para solucionar problemas de negócio.;8.a.12_Treino e aplico LLM's para solucionar problemas de negócio.
2025;8.a;rotina_como_ds;8.a_rotina_como_ds
2025;8.b.1;Utilizo modelos de regressão (linear, logística, GLM).;8.b.1_Utilizo modelos de regressão (linear, logística, GLM).
2025;8.b.2;Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação.;8.b.2_Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação.
2025;8.b.3;Desenvolvo sistemas de recomendação (RecSys).;8.b.3_Desenvolvo sistemas de recomendação (RecSys).
2025;8.b.4;Utilizo métodos estatísticos Bayesianos para analisar dados.;8.b.4_Utilizo métodos estatísticos Bayesianos para analisar dados.
2025;8.b.5;Utilizo técnicas de NLP (Natural Language Processing) para análisar dados não-estruturados.;8.b.5_Utilizo técnicas de NLP (Natural Language Processing) para análisar dados não-estruturados.
2025;8.b.6;Utilizo métodos estatísticos clássicos (Testes de hipótese, análise multivariada, sobrevivência, dados longitudinais, inferência estatistica) para analisar dados.;8.b.6_Utilizo métodos estatísticos clássicos (Testes de hipótese, análise multivariada, sobrevivência, dados longitudinais, inferência estatistica) para analisar dados.
2025;8.b.7;Utilizo cadeias de Markov ou HMM\s para realizar análises de dados.;8.b.7_Utilizo cadeias de Markov ou HMM\s para realizar análises de dados.
2025;8.b.8;Desenvolvo técnicas de Clusterização (K-means, Spectral, DBScan etc).;8.b.8_Desenvolvo técnicas de Clusterização (K-means, Spectral, DBScan etc).
2025;8.b.9;Realizo previsões através de modelos de Séries Temporais (Time Series).;8.b.9_Realizo previsões através de modelos de Séries Temporais (Time Series).
2025;8.b.10;Utilizo modelos de Reinforcement Learning (aprendizado por reforço).;8.b.10_Utilizo modelos de Reinforcement Learning (aprendizado por reforço).
2025;8.b.11;Utilizo modelos de Machine Learning para detecção de fraude.;8.b.11_Utilizo modelos de Machine Learning para detecção de fraude.
2025;8.b.12;Utilizo métodos de Visão Computacional.;8.b.12_Utilizo métodos de Visão Computacional.
2025;8.b.13;Utilizo modelos de Detecção de Churn.;8.b.13_Utilizo modelos de Detecção de Churn.
2025;8.b.14;Utilizo LLM's para solucionar problemas de negócio.;8.b.14_Utilizo LLM's para solucionar problemas de negócio.
2025;8.b;tecnicas_e_metodos_ds;8.b_tecnicas_e_metodos_ds
2025;8.c.1;Ferramentas de BI (PowerBI, Looker, Tableau, Qlik etc).;8.c.1_Ferramentas de BI (PowerBI, Looker, Tableau, Qlik etc).
2025;8.c.2;Planilhas (Excel, Google Sheets etc).;8.c.2_Planilhas (Excel, Google Sheets etc).
2025;8.c.3;Ambientes de desenvolvimento local (R-studio, JupyterLab, Anaconda).;8.c.3_Ambientes de desenvolvimento local (R-studio, JupyterLab, Anaconda).
2025;8.c.4;Ambientes de desenvolvimento na nuvem (Google Colab, AWS Sagemaker, Kaggle Notebooks etc).;8.c.4_Ambientes de desenvolvimento na nuvem (Google Colab, AWS Sagemaker, Kaggle Notebooks etc).
2025;8.c.5;Ferramentas de AutoML (Datarobot, H2O, Auto-Keras etc).;8.c.5_Ferramentas de AutoML (Datarobot, H2O, Auto-Keras etc).
2025;8.c.6;Ferramentas de ETL (Apache Airflow, NiFi, Stitch, Fivetran, Pentaho etc).;8.c.6_Ferramentas de ETL (Apache Airflow, NiFi, Stitch, Fivetran, Pentaho etc).
2025;8.c.7;Plataformas de Machine Learning (TensorFlow, Azure Machine Learning, Kubeflow etc).;8.c.7_Plataformas de Machine Learning (TensorFlow, Azure Machine Learning, Kubeflow etc).
2025;8.c.8;Feature Store (Feast, Hopsworks, AWS Feature Store, Databricks Feature Store etc).;8.c.8_Feature Store (Feast, Hopsworks, AWS Feature Store, Databricks Feature Store etc).
2025;8.c.9;Sistemas de controle de versão (Github, DVC, Neptune, Gitlab etc).;8.c.9_Sistemas de controle de versão (Github, DVC, Neptune, Gitlab etc).
2025;8.c.10;Plataformas de Data Apps (Streamlit, Shiny, Plotly Dash etc).;8.c.10_Plataformas de Data Apps (Streamlit, Shiny, Plotly Dash etc).
2025;8.c.11;Ferramentas de estatística avançada como SPSS, SAS, etc.;8.c.11_Ferramentas de estatística avançada como SPSS, SAS, etc.
2025;8.c;tecnologias_ds;8.c_tecnologias_ds
2025;8.d.1;Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.;8.d.1_Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.
2025;8.d.2;Coletando e limpando dos dados que uso para análise e modelagem.;8.d.2_Coletando e limpando dos dados que uso para análise e modelagem.
2025;8.d.3;Entrando em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.;8.d.3_Entrando em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.
2025;8.d.4;Desenvolvendo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).;8.d.4_Desenvolvendo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).
2025;8.d.5;Colocando modelos em produção, criando os pipelines de dados, APIs de consumo e monitoramento.;8.d.5_Colocando modelos em produção, criando os pipelines de dados, APIs de consumo e monitoramento.
2025;8.d.6;Cuidando da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.;8.d.6_Cuidando da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.
2025;8.d.7;Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc.;8.d.7_Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc.
2025;8.d.8;Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.;8.d.8_Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.
2025;8.d.9;Criando e dando manutenção em ETLs, DAGs e automações de pipelines de dados.;8.d.9_Criando e dando manutenção em ETLs, DAGs e automações de pipelines de dados.
2025;8.d.10;Criando e gerenciando soluções de Feature Store e cultura de MLOps.;8.d.10_Criando e gerenciando soluções de Feature Store e cultura de MLOps.
2025;8.d.11;Criando e mantendo a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.);8.d.11_Criando e mantendo a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)
2025;8.d.12;Treinando e aplicando LLM's para solucionar problemas de negócio.;8.d.12_Treinando e aplicando LLM's para solucionar problemas de negócio.
2025;8.d;maior_tempo_gasto_como_ds;8.d_maior_tempo_gasto_como_ds
